WE,WF,impressions,demand_factor,direction_200,direction_400
17,0,2000,0.25,f,f
16,1,2000,0.25,f,f
15,2,2000,0.25,f,f
14,3,2000,0.25,f,f
13,4,2000,0.25,f,f
12,5,2000,0.25,s,s
11,6,2000,0.25,b,b
10,7,2000,0.25,b,b
9,8,2000,0.25,b,b
8,9,2000,0.25,b,b
7,10,2000,0.25,b,b
6,11,2000,0.25,b,b
5,12,2000,0.25,b,b
4,13,2000,0.25,b,b
3,14,2000,0.25,b,b
2,15,2000,0.25,b,b
1,16,2000,0.25,b,b
0,17,2000,0.25,b,b
17,0,2000,0.5,f,f
16,1,2000,0.5,f,f
15,2,2000,0.5,f,f
14,3,2000,0.5,f,f
13,4,2000,0.5,f,f
12,5,2000,0.5,f,f
11,6,2000,0.5,f,f
10,7,2000,0.5,s,s
9,8,2000,0.5,b,b
8,9,2000,0.5,b,b
7,10,2000,0.5,b,b
6,11,2000,0.5,b,b
5,12,2000,0.5,b,b
4,13,2000,0.5,b,b
3,14,2000,0.5,b,b
2,15,2000,0.5,b,b
1,16,2000,0.5,b,b
0,17,2000,0.5,b,b
17,0,2000,0.75,f,f
16,1,2000,0.75,f,f
15,2,2000,0.75,f,f
14,3,2000,0.75,f,f
13,4,2000,0.75,f,f
12,5,2000,0.75,f,f
11,6,2000,0.75,f,f
10,7,2000,0.75,f,f
9,8,2000,0.75,s,s
8,9,2000,0.75,b,b
7,10,2000,0.75,b,b
6,11,2000,0.75,b,b
5,12,2000,0.75,b,b
4,13,2000,0.75,b,b
3,14,2000,0.75,b,b
2,15,2000,0.75,b,b
1,16,2000,0.75,b,b
0,17,2000,0.75,b,b
17,0,2000,1.0,f,f
16,1,2000,1.0,f,f
15,2,2000,1.0,f,f
14,3,2000,1.0,f,f
13,4,2000,1.0,f,f
12,5,2000,1.0,f,f
11,6,2000,1.0,f,f
10,7,2000,1.0,f,f
9,8,2000,1.0,f,f
8,9,2000,1.0,s,f
7,10,2000,1.0,b,s
6,11,2000,1.0,b,b
5,12,2000,1.0,b,b
4,13,2000,1.0,b,b
3,14,2000,1.0,b,b
2,15,2000,1.0,b,b
1,16,2000,1.0,b,b
0,17,2000,1.0,b,b
17,0,2000,1.25,f,f
16,1,2000,1.25,f,f
15,2,2000,1.25,f,f
14,3,2000,1.25,f,f
13,4,2000,1.25,f,f
12,5,2000,1.25,f,f
11,6,2000,1.25,f,f
10,7,2000,1.25,s,s
9,8,2000,1.25,s,b
8,9,2000,1.25,s,b
7,10,2000,1.25,b,b
6,11,2000,1.25,b,b
5,12,2000,1.25,b,b
4,13,2000,1.25,b,b
3,14,2000,1.25,b,b
2,15,2000,1.25,b,b
1,16,2000,1.25,b,b
0,17,2000,1.25,b,b
17,0,2000,1.5,f,f
16,1,2000,1.5,f,f
15,2,2000,1.5,f,f
14,3,2000,1.5,f,f
13,4,2000,1.5,f,f
12,5,2000,1.5,f,f
11,6,2000,1.5,f,f
10,7,2000,1.5,f,f
9,8,2000,1.5,f,f
8,9,2000,1.5,f,f
7,10,2000,1.5,s,s
6,11,2000,1.5,b,b
5,12,2000,1.5,b,b
4,13,2000,1.5,b,b
3,14,2000,1.5,b,b
2,15,2000,1.5,b,b
1,16,2000,1.5,b,b
0,17,2000,1.5,b,b
17,0,2000,1.75,f,f
16,1,2000,1.75,f,f
15,2,2000,1.75,f,f
14,3,2000,1.75,f,f
13,4,2000,1.75,f,f
12,5,2000,1.75,f,f
11,6,2000,1.75,f,f
10,7,2000,1.75,f,f
9,8,2000,1.75,f,f
8,9,2000,1.75,f,f
7,10,2000,1.75,f,f
6,11,2000,1.75,s,s
5,12,2000,1.75,b,b
4,13,2000,1.75,b,b
3,14,2000,1.75,b,b
2,15,2000,1.75,b,b
1,16,2000,1.75,b,b
0,17,2000,1.75,b,b
17,0,2000,2.0,f,f
16,1,2000,2.0,f,f
15,2,2000,2.0,f,f
14,3,2000,2.0,f,f
13,4,2000,2.0,f,f
12,5,2000,2.0,f,f
11,6,2000,2.0,f,f
10,7,2000,2.0,f,f
9,8,2000,2.0,f,f
8,9,2000,2.0,f,f
7,10,2000,2.0,f,f
6,11,2000,2.0,s,f
5,12,2000,2.0,s,s
4,13,2000,2.0,s,b
3,14,2000,2.0,b,b
2,15,2000,2.0,b,b
1,16,2000,2.0,b,b
0,17,2000,2.0,b,b
17,0,2000,2.25,f,f
16,1,2000,2.25,f,f
15,2,2000,2.25,f,f
14,3,2000,2.25,f,f
13,4,2000,2.25,f,f
12,5,2000,2.25,f,f
11,6,2000,2.25,f,f
10,7,2000,2.25,f,f
9,8,2000,2.25,f,f
8,9,2000,2.25,f,f
7,10,2000,2.25,f,f
6,11,2000,2.25,f,f
5,12,2000,2.25,s,s
4,13,2000,2.25,b,b
3,14,2000,2.25,b,b
2,15,2000,2.25,b,b
1,16,2000,2.25,b,b
0,17,2000,2.25,b,b
17,0,2000,2.5,f,f
16,1,2000,2.5,f,f
15,2,2000,2.5,f,f
14,3,2000,2.5,f,f
13,4,2000,2.5,f,f
12,5,2000,2.5,f,f
11,6,2000,2.5,f,f
10,7,2000,2.5,f,f
9,8,2000,2.5,f,f
8,9,2000,2.5,f,f
7,10,2000,2.5,f,f
6,11,2000,2.5,f,f
5,12,2000,2.5,f,f
4,13,2000,2.5,f,f
3,14,2000,2.5,s,s
2,15,2000,2.5,b,b
1,16,2000,2.5,b,b
0,17,2000,2.5,b,b
17,0,2000,2.75,f,f
16,1,2000,2.75,f,f
15,2,2000,2.75,f,f
14,3,2000,2.75,f,f
13,4,2000,2.75,f,f
12,5,2000,2.75,f,f
11,6,2000,2.75,f,f
10,7,2000,2.75,f,f
9,8,2000,2.75,f,f
8,9,2000,2.75,f,f
7,10,2000,2.75,f,f
6,11,2000,2.75,f,f
5,12,2000,2.75,f,f
4,13,2000,2.75,f,f
3,14,2000,2.75,f,s
2,15,2000,2.75,s,b
1,16,2000,2.75,b,b
0,17,2000,2.75,b,b
17,0,2000,3.0,f,f
16,1,2000,3.0,f,f
15,2,2000,3.0,f,f
14,3,2000,3.0,f,f
13,4,2000,3.0,f,f
12,5,2000,3.0,f,f
11,6,2000,3.0,f,f
10,7,2000,3.0,f,f
9,8,2000,3.0,f,f
8,9,2000,3.0,f,f
7,10,2000,3.0,f,f
6,11,2000,3.0,f,f
5,12,2000,3.0,f,f
4,13,2000,3.0,f,f
3,14,2000,3.0,f,f
2,15,2000,3.0,s,s
1,16,2000,3.0,b,b
0,17,2000,3.0,b,b
